h_deg,v_deg,flux_lm,solid_angle_sr,intensity_cd
-3.5,-12.5,0.0026448,0.000297392996,8.89328275
-2.5,-12.5,0.0023142,0.000297392996,7.7816224
-1.5,-12.5,0.0036366,0.000297392996,12.2282638
-0.5,-12.5,0.0038019,0.000297392996,12.7840939
0.5,-12.5,0.0028101,0.000297392996,9.44911292
1.5,-12.5,0.0029754,0.000297392996,10.0049431
2.5,-12.5,0.0029754,0.000297392996,10.0049431
3.5,-12.5,0.003306,0.000297392996,11.1166034
4.5,-12.5,0.0029754,0.000297392996,10.0049431
5.5,-12.5,0.0024795,0.000297392996,8.33745257
6.5,-12.5,0.0041325,0.000297392996,13.8957543
7.5,-12.5,0.0028101,0.000297392996,9.44911292
8.5,-12.5,0.0038019,0.000297392996,12.7840939
9.5,-12.5,0.0026448,0.000297392996,8.89328275
10.5,-12.5,0.0023142,0.000297392996,7.7816224
11.5,-12.5,0.0031407,0.000297392996,10.5607733
12.5,-12.5,0.0034713,0.000297392996,11.6724336
13.5,-12.5,0.0019836,0.000297392996,6.66996206
14.5,-12.5,0.0018183,0.000297392996,6.11413189
15.5,-12.5,0.0024795,0.000297392996,8.33745257
16.5,-12.5,0.0029754,0.000297392996,10.0049431
17.5,-12.5,0.0034713,0.000297392996,11.6724336
18.5,-12.5,0.0024795,0.000297392996,8.33745257
19.5,-12.5,0.0026448,0.000297392996,8.89328275
20.5,-12.5,0.0038019,0.000297392996,12.7840939
21.5,-12.5,0.0036366,0.000297392996,12.2282638
22.5,-12.5,0.0014877,0.000297392996,5.00247154
23.5,-12.5,0.0031407,0.000297392996,10.5607733
24.5,-12.5,0.0029754,0.000297392996,10.0049431
25.5,-12.5,0.003306,0.000297392996,11.1166034
26.5,-12.5,0.0029754,0.000297392996,10.0049431
27.5,-12.5,0.0019836,0.000297392996,6.66996206
28.5,-12.5,0.0018183,0.000297392996,6.11413189
29.5,-12.5,0.0024795,0.000297392996,8.33745257
-29.5,-11.5,0.0026448,0.000298498346,8.86035059
-28.5,-11.5,0.003306,0.000298498346,11.0754382
-27.5,-11.5,0.0021489,0.000298498346,7.19903485
-26.5,-11.5,0.0021489,0.000298498346,7.19903485
-25.5,-11.5,0.0014877,0.000298498346,4.98394721
-24.5,-11.5,0.001653,0.000298498346,5.53771912
